Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / Condition,Google Shopping / Custom Product,Status
araignee-wagyu-halal,"Araignée de Bœuf Wagyu Halal","<p><strong>L'Araignée : la coupe confidentielle aux multiples veines de gras fondant.</strong></p>
<p>L'Araignée de Bœuf Wagyu Halal des Élevages Lassonde tire son nom de son marbrage en toile d'araignée, caractéristique et unique. Cette petite coupe issue de la hanche est d'une tendreté extrême et d'une saveur profonde. Réservée aux curieux et aux gourmets éclairés.</p>
<h3>Caractéristiques</h3>
<ul>
<li>Bœuf Wagyu certifié Halal FAMBRAS</li>
<li>Élevage québécois — Les Élevages Lassonde</li>
<li>Persillage exceptionnel pour une tendreté incomparable</li>
<li>Coupe de la hanche au marbrage unique en toile d'araignée</li>
</ul>
<h3>Cuisson recommandée</h3>
<p>Saisir rapidement à la poêle très chaude, 1-2 minutes par côté maximum. Cette coupe fine se cuit exclusivement saignante pour en apprécier toute la tendreté. Assaisonner d'une fleur de sel et déguster immédiatement.</p>
<h3>Conservation</h3>
<p>Garder réfrigéré entre 0°C et 4°C. Consommer avant la date indiquée sur l'emballage.</p>
<p><em>Poids variable — chaque pièce est unique. Prix calculé selon le poids exact à la livre.</em></p>","Les Élevages Lassonde","Viande Wagyu Halal","Halal, Wagyu, FAMBRAS, Québec, Coupes Premium, Poêle, Grill",TRUE,Poids,Au poids ($/lb),LASSONDE-ARAIGNEE,0,shopify,0,deny,manual,57.38,,TRUE,TRUE,,,"Araignée de Bœuf Wagyu Halal — Les Élevages Lassonde",FALSE,"Araignée Wagyu Halal Québec | Les Élevages Lassonde","Araignée de Bœuf Wagyu Halal certifié FAMBRAS des Élevages Lassonde. Coupe rare au marbrage unique. Élevage québécois, livré sous vide.","Food, Beverages & Tobacco > Food Items > Meat",,,,Wagyu Halal Québec,new,TRUE,active
culotte-picanha-wagyu-halal,"Culotte (Picanha) de Bœuf Wagyu Halal","<p><strong>La reine du churrasco brésilien, réinterprétée en Wagyu Halal québécois.</strong></p>
<p>La Culotte (Picanha) Wagyu Halal des Élevages Lassonde est la coupe incontournable de la cuisine brésilienne, ici magnifiée par le persillage Wagyu. Son chapeau de gras protège la viande à la cuisson et lui confère une saveur unique et intense. Spectaculaire en brochette au feu de bois.</p>
<h3>Caractéristiques</h3>
<ul>
<li>Bœuf Wagyu certifié Halal FAMBRAS</li>
<li>Élevage québécois — Les Élevages Lassonde</li>
<li>Persillage exceptionnel pour une tendreté incomparable</li>
<li>Chapeau de gras naturel qui préserve le moelleux à la cuisson</li>
</ul>
<h3>Cuisson recommandée</h3>
<p>Idéale en churrasco : couper en tranches épaisses, rouler en fer à cheval et enfiler sur brochette avec le gras vers l'extérieur. Peut aussi être grillée entière, gras dessus, à 200°C pendant 25-30 minutes. Trancher contre le grain.</p>
<h3>Conservation</h3>
<p>Garder réfrigéré entre 0°C et 4°C. Consommer avant la date indiquée sur l'emballage.</p>
<p><em>Poids variable — chaque pièce est unique. Prix calculé selon le poids exact à la livre.</em></p>","Les Élevages Lassonde","Viande Wagyu Halal","Halal, Wagyu, FAMBRAS, Québec, Coupes Premium, Grill, BBQ, Churrasco",TRUE,Poids,Au poids ($/lb),LASSONDE-CULOTTE-PICANHA,0,shopify,0,deny,manual,54.51,,TRUE,TRUE,,,"Culotte (Picanha) de Bœuf Wagyu Halal — Les Élevages Lassonde",FALSE,"Picanha Wagyu Halal Québec | Les Élevages Lassonde","Culotte Picanha de Bœuf Wagyu Halal certifié FAMBRAS, élevé au Québec. La reine du BBQ brésilien en version Wagyu. Commander en ligne.","Food, Beverages & Tobacco > Food Items > Meat",,,,Wagyu Halal Québec,new,TRUE,active
faux-filet-palette-wagyu-halal,"Faux Filet Palette de Bœuf Wagyu Halal","<p><strong>Tendreté surprenante et saveur profonde : le faux-filet de l'épaule revisité.</strong></p>
<p>Le Faux Filet Palette de Bœuf Wagyu Halal des Élevages Lassonde est taillé dans la partie supérieure de l'épaule. Naturellement bien persillé grâce à la génétique Wagyu, il offre une tendreté et une jutosité remarquables pour une coupe avant. Excellent rapport qualité/prix dans la gamme.</p>
<h3>Caractéristiques</h3>
<ul>
<li>Bœuf Wagyu certifié Halal FAMBRAS</li>
<li>Élevage québécois — Les Élevages Lassonde</li>
<li>Persillage exceptionnel pour une tendreté incomparable</li>
<li>Coupe de l'épaule — plus accessible, sans compromis sur la saveur Wagyu</li>
</ul>
<h3>Cuisson recommandée</h3>
<p>Griller ou poêler à feu moyen-vif pour une cuisson rosée. Sa légère nervure centrale peut être retirée si désiré. Bien reposer avant de trancher pour redistribuer les jus et maximiser la tendreté.</p>
<h3>Conservation</h3>
<p>Garder réfrigéré entre 0°C et 4°C. Consommer avant la date indiquée sur l'emballage.</p>
<p><em>Poids variable — chaque pièce est unique. Prix calculé selon le poids exact à la livre.</em></p>","Les Élevages Lassonde","Viande Wagyu Halal","Halal, Wagyu, FAMBRAS, Québec, Steaks et Grill, Grill, Poêle",TRUE,Poids,Au poids ($/lb),LASSONDE-FAUX-FILET-PALETTE,0,shopify,0,deny,manual,51.64,,TRUE,TRUE,,,"Faux Filet Palette de Bœuf Wagyu Halal — Les Élevages Lassonde",FALSE,"Faux Filet Palette Wagyu Halal Québec | Les Élevages Lassonde","Faux Filet Palette de Bœuf Wagyu Halal certifié FAMBRAS des Élevages Lassonde. Saveur Wagyu à prix accessible. Élevage québécois.","Food, Beverages & Tobacco > Food Items > Meat",,,,Wagyu Halal Québec,new,TRUE,active
brisket-wagyu-halal,"Brisket de Bœuf Wagyu Halal","<p><strong>Le saint Graal du BBQ texan, sublimé par le persillage Wagyu des Élevages Lassonde.</strong></p>
<p>Le Brisket Wagyu Halal des Élevages Lassonde est la pièce culte des maîtres du fumoir. Taillé dans la poitrine, il nécessite une cuisson longue et lente qui transforme son collagène en gélatine fondante. Le persillage Wagyu l'enrichit d'une profondeur de goût incomparable. La récompense ultime de la patience.</p>
<h3>Caractéristiques</h3>
<ul>
<li>Bœuf Wagyu certifié Halal FAMBRAS</li>
<li>Élevage québécois — Les Élevages Lassonde</li>
<li>Persillage exceptionnel pour une tendreté incomparable</li>
<li>Coupe de poitrine riche en collagène — idéale pour le fumage longue durée</li>
</ul>
<h3>Cuisson recommandée</h3>
<p>Fumer à 110-120°C pendant 12-18 heures (bois de cerisier ou de hickory). Assaisonner d'un simple rub sel/poivre. Envelopper dans du papier boucher à 74°C interne et continuer jusqu'à 95-97°C. Laisser reposer 2 heures minimum dans une glacière.</p>
<h3>Conservation</h3>
<p>Garder réfrigéré entre 0°C et 4°C. Consommer avant la date indiquée sur l'emballage.</p>
<p><em>Poids variable — chaque pièce est unique. Prix calculé selon le poids exact à la livre.</em></p>","Les Élevages Lassonde","Viande Wagyu Halal","Halal, Wagyu, FAMBRAS, Québec, BBQ et Slow Cook, BBQ, Fumage",TRUE,Poids,Au poids ($/lb),LASSONDE-BRISKET,0,shopify,0,deny,manual,48.77,,TRUE,TRUE,,,"Brisket de Bœuf Wagyu Halal — Les Élevages Lassonde",FALSE,"Brisket Wagyu Halal Québec | Les Élevages Lassonde","Brisket de Bœuf Wagyu Halal certifié FAMBRAS, élevé au Québec. Le classique du BBQ texan en Wagyu. Livraison sous vide. Commander en ligne.","Food, Beverages & Tobacco > Food Items > Meat",,,,Wagyu Halal Québec,new,TRUE,active
brochettes-teriyaki-wagyu-halal,"Brochettes Teriyaki de Bœuf Wagyu Halal","<p><strong>L'alliance du Wagyu québécois et des saveurs umami du Japon : une fusion irrésistible.</strong></p>
<p>Les Brochettes Teriyaki de Bœuf Wagyu Halal des Élevages Lassonde marient la richesse du Wagyu québécois à la profondeur sucrée-salée de la marinade teriyaki maison. Chaque cube de viande est mariné pour absorber les arômes avant d'être grillé à la perfection. Un voyage gustatif entre le Québec et le Japon.</p>
<h3>Caractéristiques</h3>
<ul>
<li>Bœuf Wagyu certifié Halal FAMBRAS</li>
<li>Élevage québécois — Les Élevages Lassonde</li>
<li>Persillage exceptionnel pour une tendreté incomparable</li>
<li>Marinade teriyaki maison — sans additifs, préparée à la ferme</li>
</ul>
<h3>Cuisson recommandée</h3>
<p>Griller sur BBQ à feu moyen-vif, 2-3 minutes par côté en tournant régulièrement. Badigeonner de marinade supplémentaire en cours de cuisson pour une belle caramélisation. Servir avec du riz vapeur et des légumes grillés.</p>
<h3>Conservation</h3>
<p>Garder réfrigéré entre 0°C et 4°C. Consommer avant la date indiquée sur l'emballage.</p>
<p><em>Poids variable — chaque pièce est unique. Prix calculé selon le poids exact à la livre.</em></p>","Les Élevages Lassonde","Viande Wagyu Halal","Halal, Wagyu, FAMBRAS, Québec, Brochettes et Préparé, BBQ, Grill",TRUE,Poids,Au poids ($/lb),LASSONDE-BROCHETTES-TERIYAKI,0,shopify,0,deny,manual,45.90,,TRUE,TRUE,,,"Brochettes Teriyaki de Bœuf Wagyu Halal — Les Élevages Lassonde",FALSE,"Brochettes Teriyaki Wagyu Halal Québec | Les Élevages Lassonde","Brochettes Teriyaki de Bœuf Wagyu Halal certifié FAMBRAS, marinées à la ferme. Saveurs umami et Wagyu québécois. Commander en ligne.","Food, Beverages & Tobacco > Food Items > Meat",,,,Wagyu Halal Québec,new,TRUE,active
brochettes-erable-poivre-wagyu-halal,"Brochettes Érable/Poivre de Bœuf Wagyu Halal","<p><strong>Le terroir québécois à son meilleur : sirop d'érable et poivre sur Wagyu fondant.</strong></p>
<p>Les Brochettes Érable/Poivre de Bœuf Wagyu Halal des Élevages Lassonde célèbrent l'identité québécoise. La douceur du sirop d'érable pur et le piquant du poivre concassé créent un équilibre parfait avec la richesse naturelle du Wagyu. Une recette signature de la maison, inimitable.</p>
<h3>Caractéristiques</h3>
<ul>
<li>Bœuf Wagyu certifié Halal FAMBRAS</li>
<li>Élevage québécois — Les Élevages Lassonde</li>
<li>Persillage exceptionnel pour une tendreté incomparable</li>
<li>Marinade au sirop d'érable pur du Québec et poivre concassé</li>
</ul>
<h3>Cuisson recommandée</h3>
<p>Griller sur BBQ à feu moyen, 2-3 minutes par côté. Le sucre naturel de l'érable forme une belle croûte caramélisée sans brûler. Surveiller la cuisson de près et retourner fréquemment. Accompagner d'une purée ou de légumes rôtis.</p>
<h3>Conservation</h3>
<p>Garder réfrigéré entre 0°C et 4°C. Consommer avant la date indiquée sur l'emballage.</p>
<p><em>Poids variable — chaque pièce est unique. Prix calculé selon le poids exact à la livre.</em></p>","Les Élevages Lassonde","Viande Wagyu Halal","Halal, Wagyu, FAMBRAS, Québec, Brochettes et Préparé, BBQ, Grill",TRUE,Poids,Au poids ($/lb),LASSONDE-BROCHETTES-ERABLE-POIVRE,0,shopify,0,deny,manual,45.90,,TRUE,TRUE,,,"Brochettes Érable/Poivre de Bœuf Wagyu Halal — Les Élevages Lassonde",FALSE,"Brochettes Érable Poivre Wagyu Halal Québec | Les Élevages Lassonde","Brochettes Érable/Poivre de Bœuf Wagyu Halal, marinées au sirop d'érable pur. Recette signature des Élevages Lassonde. Commander en ligne.","Food, Beverages & Tobacco > Food Items > Meat",,,,Wagyu Halal Québec,new,TRUE,active
brochettes-whiskey-fume-wagyu-halal,"Brochettes Whiskey Fumé de Bœuf Wagyu Halal","<p><strong>Audacieux et sophistiqué : le whiskey fumé rencontre la richesse du Wagyu.</strong></p>
<p>Les Brochettes Whiskey Fumé de Bœuf Wagyu Halal des Élevages Lassonde s'adressent aux palais aventureux. La marinade au whiskey fumé pénètre les fibres du Wagyu et y dépose des notes boisées, tourbées et légèrement sucrées qui se révèlent magnifiquement à la flamme. Une création gastronomique audacieuse.</p>
<h3>Caractéristiques</h3>
<ul>
<li>Bœuf Wagyu certifié Halal FAMBRAS</li>
<li>Élevage québécois — Les Élevages Lassonde</li>
<li>Persillage exceptionnel pour une tendreté incomparable</li>
<li>Marinade au whiskey fumé — notes boisées et tourbées uniques</li>
</ul>
<h3>Cuisson recommandée</h3>
<p>Griller sur BBQ à feu vif, 2-3 minutes par côté pour une belle caramélisation et des notes fumées amplifiées. Les flammes du BBQ au charbon rehaussent les arômes du whiskey. Servir avec une sauce barbecue maison ou une crème au raifort.</p>
<h3>Conservation</h3>
<p>Garder réfrigéré entre 0°C et 4°C. Consommer avant la date indiquée sur l'emballage.</p>
<p><em>Poids variable — chaque pièce est unique. Prix calculé selon le poids exact à la livre.</em></p>","Les Élevages Lassonde","Viande Wagyu Halal","Halal, Wagyu, FAMBRAS, Québec, Brochettes et Préparé, BBQ, Fumage",TRUE,Poids,Au poids ($/lb),LASSONDE-BROCHETTES-WHISKEY-FUME,0,shopify,0,deny,manual,45.90,,TRUE,TRUE,,,"Brochettes Whiskey Fumé de Bœuf Wagyu Halal — Les Élevages Lassonde",FALSE,"Brochettes Whiskey Fumé Wagyu Halal Québec | Les Élevages Lassonde","Brochettes Whiskey Fumé de Bœuf Wagyu Halal, marinées à la ferme. Notes boisées et Wagyu québécois. Certifié FAMBRAS. Commander en ligne.","Food, Beverages & Tobacco > Food Items > Meat",,,,Wagyu Halal Québec,new,TRUE,active
surlonge-wagyu-halal,"Surlonge de Bœuf Wagyu Halal","<p><strong>La Surlonge Wagyu : un classique revisité avec une générosité de persillage incomparable.</strong></p>
<p>La Surlonge de Bœuf Wagyu Halal des Élevages Lassonde est la coupe familiale par excellence, ici élevée au rang de gastronomie. Son persillage Wagyu transforme ce steak accessible en une expérience de dégustation raffinée. Charnue, savoureuse et versatile, elle convient à toutes les occasions.</p>
<h3>Caractéristiques</h3>
<ul>
<li>Bœuf Wagyu certifié Halal FAMBRAS</li>
<li>Élevage québécois — Les Élevages Lassonde</li>
<li>Persillage exceptionnel pour une tendreté incomparable</li>
<li>Coupe de la surlonge — épaisse, généreuse et parfaite pour nourrir une tablée</li>
</ul>
<h3>Cuisson recommandée</h3>
<p>Poêler ou griller à feu moyen-vif, 4-5 minutes par côté pour une cuisson à point. La surlonge Wagyu tolère une cuisson légèrement plus longue sans perdre son moelleux grâce au persillage. Déglacer avec un peu de bouillon pour une sauce express.</p>
<h3>Conservation</h3>
<p>Garder réfrigéré entre 0°C et 4°C. Consommer avant la date indiquée sur l'emballage.</p>
<p><em>Poids variable — chaque pièce est unique. Prix calculé selon le poids exact à la livre.</em></p>","Les Élevages Lassonde","Viande Wagyu Halal","Halal, Wagyu, FAMBRAS, Québec, Steaks et Grill, Grill, Poêle",TRUE,Poids,Au poids ($/lb),LASSONDE-SURLONGE,0,shopify,0,deny,manual,43.03,,TRUE,TRUE,,,"Surlonge de Bœuf Wagyu Halal — Les Élevages Lassonde",FALSE,"Surlonge Wagyu Halal Québec | Les Élevages Lassonde","Surlonge de Bœuf Wagyu Halal certifié FAMBRAS, élevé au Québec. Le classique familial en version Wagyu. Livraison sous vide. Commander en ligne.","Food, Beverages & Tobacco > Food Items > Meat",,,,Wagyu Halal Québec,new,TRUE,active
tri-tip-wagyu-halal,"Tri-Tip de Bœuf Wagyu Halal","<p><strong>Le Tri-Tip : la coupe triangulaire californienne qui conquiert le Québec.</strong></p>
<p>Le Tri-Tip de Bœuf Wagyu Halal des Élevages Lassonde est une coupe triangulaire taillée dans la surlonge inférieure. Populaire dans la cuisine BBQ de Californie, sa structure musculaire unique concentre les saveurs et le persillage Wagyu le rend exceptionnellement tendre. Une coupe versatile au potentiel immense.</p>
<h3>Caractéristiques</h3>
<ul>
<li>Bœuf Wagyu certifié Halal FAMBRAS</li>
<li>Élevage québécois — Les Élevages Lassonde</li>
<li>Persillage exceptionnel pour une tendreté incomparable</li>
<li>Forme triangulaire unique — les fibres changent de direction au centre</li>
</ul>
<h3>Cuisson recommandée</h3>
<p>Griller à feu indirect à 150°C jusqu'à 52°C interne, puis saisir 2 minutes par côté à feu direct. Attention : les fibres changent de direction au milieu de la pièce, trancher en conséquence. Excellent en tranches fines pour des sandwichs de luxe.</p>
<h3>Conservation</h3>
<p>Garder réfrigéré entre 0°C et 4°C. Consommer avant la date indiquée sur l'emballage.</p>
<p><em>Poids variable — chaque pièce est unique. Prix calculé selon le poids exact à la livre.</em></p>","Les Élevages Lassonde","Viande Wagyu Halal","Halal, Wagyu, FAMBRAS, Québec, Steaks et Grill, BBQ, Grill",TRUE,Poids,Au poids ($/lb),LASSONDE-TRI-TIP,0,shopify,0,deny,manual,43.03,,TRUE,TRUE,,,"Tri-Tip de Bœuf Wagyu Halal — Les Élevages Lassonde",FALSE,"Tri-Tip Wagyu Halal Québec | Les Élevages Lassonde","Tri-Tip de Bœuf Wagyu Halal certifié FAMBRAS des Élevages Lassonde. Coupe californienne au persillage Wagyu. Élevage québécois, livré sous vide.","Food, Beverages & Tobacco > Food Items > Meat",,,,Wagyu Halal Québec,new,TRUE,active
baseball-wagyu-halal,"Baseball de Bœuf Wagyu Halal","<p><strong>Le Baseball : un médaillon épais de surlonge, tendre comme un filet mignon accessible.</strong></p>
<p>Le Baseball de Bœuf Wagyu Halal des Élevages Lassonde est un steak épais et rond taillé dans le centre de la surlonge supérieure. Sa forme compacte et son épaisseur permettent une cuisson précise avec un extérieur bien saisi et un cœur rosé parfait. Le persillage Wagyu garantit une expérience fondante à chaque bouchée.</p>
<h3>Caractéristiques</h3>
<ul>
<li>Bœuf Wagyu certifié Halal FAMBRAS</li>
<li>Élevage québécois — Les Élevages Lassonde</li>
<li>Persillage exceptionnel pour une tendreté incomparable</li>
<li>Steak épais et rond — cuisson précise et présentation élégante</li>
</ul>
<h3>Cuisson recommandée</h3>
<p>Saisir à la poêle en fonte 3 minutes par côté puis enfourner à 180°C pendant 5-7 minutes pour une cuisson à cœur rosé. La forme sphérique retient parfaitement la chaleur. Arroser de beurre et thym pendant la cuisson au four.</p>
<h3>Conservation</h3>
<p>Garder réfrigéré entre 0°C et 4°C. Consommer avant la date indiquée sur l'emballage.</p>
<p><em>Poids variable — chaque pièce est unique. Prix calculé selon le poids exact à la livre.</em></p>","Les Élevages Lassonde","Viande Wagyu Halal","Halal, Wagyu, FAMBRAS, Québec, Steaks et Grill, Poêle, Four",TRUE,Poids,Au poids ($/lb),LASSONDE-BASEBALL,0,shopify,0,deny,manual,40.16,,TRUE,TRUE,,,"Baseball de Bœuf Wagyu Halal — Les Élevages Lassonde",FALSE,"Baseball Steak Wagyu Halal Québec | Les Élevages Lassonde","Baseball de Bœuf Wagyu Halal certifié FAMBRAS, élevé au Québec. Steak épais et tendre de surlonge. Livraison sous vide. Commander en ligne.","Food, Beverages & Tobacco > Food Items > Meat",,,,Wagyu Halal Québec,new,TRUE,active
flanc-wagyu-halal,"Flanc de Bœuf Wagyu Halal","<p><strong>Le Flanc : des fibres longues, une saveur intense et un persillage Wagyu qui change tout.</strong></p>
<p>Le Flanc de Bœuf Wagyu Halal des Élevages Lassonde est une coupe fine à fibres longues issue de l'abdomen. Traditionnellement utilisé en lanières pour les fajitas ou le steak, le persillage Wagyu lui confère une tendreté et une jutosité qui surprennent. Idéal pour des préparations asiatiques, mexicaines ou en simple grillade.</p>
<h3>Caractéristiques</h3>
<ul>
<li>Bœuf Wagyu certifié Halal FAMBRAS</li>
<li>Élevage québécois — Les Élevages Lassonde</li>
<li>Persillage exceptionnel pour une tendreté incomparable</li>
<li>Coupe abdominale à fibres longues — parfaite pour les marinades</li>
</ul>
<h3>Cuisson recommandée</h3>
<p>Griller à feu très vif, 2-3 minutes par côté, exclusivement saignant. Laisser reposer 5 minutes et trancher perpendiculairement aux fibres en fines lamelles. Une marinade légère à la sauce soya et au gingembre sublime cette coupe.</p>
<h3>Conservation</h3>
<p>Garder réfrigéré entre 0°C et 4°C. Consommer avant la date indiquée sur l'emballage.</p>
<p><em>Poids variable — chaque pièce est unique. Prix calculé selon le poids exact à la livre.</em></p>","Les Élevages Lassonde","Viande Wagyu Halal","Halal, Wagyu, FAMBRAS, Québec, Steaks et Grill, Grill, Marinade",TRUE,Poids,Au poids ($/lb),LASSONDE-FLANC,0,shopify,0,deny,manual,40.16,,TRUE,TRUE,,,"Flanc de Bœuf Wagyu Halal — Les Élevages Lassonde",FALSE,"Flanc Wagyu Halal Québec | Les Élevages Lassonde","Flanc de Bœuf Wagyu Halal certifié FAMBRAS des Élevages Lassonde. Saveur intense, fibres longues, parfait mariné. Élevage québécois.","Food, Beverages & Tobacco > Food Items > Meat",,,,Wagyu Halal Québec,new,TRUE,active
