Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / Condition,Google Shopping / Custom Product,Status
francais-wagyu-halal,"Français de Bœuf Wagyu Halal","<p><strong>Le Français Wagyu : une coupe raffinée aux os French trimmed pour une présentation impeccable.</strong></p>
<p>Le Français de Bœuf Wagyu Halal des Élevages Lassonde est une coupe à os préparée à la française, avec les os soigneusement parés pour une présentation élégante et des os propres. Le persillage Wagyu enveloppe la viande d'une richesse fondante. Parfait pour impressionner vos convives.</p>
<h3>Caractéristiques</h3>
<ul>
<li>Bœuf Wagyu certifié Halal FAMBRAS</li>
<li>Élevage québécois — Les Élevages Lassonde</li>
<li>Persillage exceptionnel pour une tendreté incomparable</li>
<li>Préparation French trimmed — os parés pour une présentation raffinée</li>
</ul>
<h3>Cuisson recommandée</h3>
<p>Rôtir au four à 220°C pendant 15-20 minutes pour une cuisson rosée. Saisir d'abord à la poêle pour une belle croûte dorée. Protéger les os avec du papier aluminium pour éviter qu'ils noircissent. Déglacer les sucs pour une sauce express.</p>
<h3>Conservation</h3>
<p>Garder réfrigéré entre 0°C et 4°C. Consommer avant la date indiquée sur l'emballage.</p>
<p><em>Poids variable — chaque pièce est unique. Prix calculé selon le poids exact à la livre.</em></p>","Les Élevages Lassonde","Viande Wagyu Halal","Halal, Wagyu, FAMBRAS, Québec, Steaks et Grill, Four, Poêle",TRUE,Poids,Au poids ($/lb),LASSONDE-FRANCAIS,0,shopify,0,deny,manual,40.16,,TRUE,TRUE,,,"Français de Bœuf Wagyu Halal — Les Élevages Lassonde",FALSE,"Français Wagyu Halal Québec | Les Élevages Lassonde","Français de Bœuf Wagyu Halal certifié FAMBRAS, préparation French trimmed. Présentation raffinée, persillage Wagyu. Élevage québécois.","Food, Beverages & Tobacco > Food Items > Meat",,,,Wagyu Halal Québec,new,TRUE,active
bacon-boeuf-wagyu-halal,"Bacon Bœuf Wagyu Halal","<p><strong>Le bacon revisité : la poitrine de Wagyu fumée qui réinvente le petit-déjeuner.</strong></p>
<p>Le Bacon de Bœuf Wagyu Halal des Élevages Lassonde est une alternative halal exceptionnelle au bacon traditionnel. Tranché fin dans la poitrine de Wagyu, il présente un marbrage inégalé qui fond et croustille à la perfection. Une explosion de saveur umami et de richesse bovine dans chaque tranche.</p>
<h3>Caractéristiques</h3>
<ul>
<li>Bœuf Wagyu certifié Halal FAMBRAS</li>
<li>Élevage québécois — Les Élevages Lassonde</li>
<li>Persillage exceptionnel pour une tendreté incomparable</li>
<li>Alternative halal au bacon — tranché fin dans la poitrine de Wagyu</li>
</ul>
<h3>Cuisson recommandée</h3>
<p>Cuire à la poêle à feu moyen, sans matière grasse ajoutée. Le gras naturel du Wagyu suffit amplement. Cuire 2-3 minutes par côté jusqu'à la texture désirée, croustillant ou moelleux. Idéal aussi dans les burgers, les wraps ou les salades chaudes.</p>
<h3>Conservation</h3>
<p>Garder réfrigéré entre 0°C et 4°C. Consommer avant la date indiquée sur l'emballage.</p>
<p><em>Poids variable — chaque pièce est unique. Prix calculé selon le poids exact à la livre.</em></p>","Les Élevages Lassonde","Viande Wagyu Halal","Halal, Wagyu, FAMBRAS, Québec, Coupes Accessibles, Poêle, Petit-déjeuner",TRUE,Poids,Au poids ($/lb),LASSONDE-BACON-BOEUF,0,shopify,0,deny,manual,40.16,,TRUE,TRUE,,,"Bacon Bœuf Wagyu Halal — Les Élevages Lassonde",FALSE,"Bacon Bœuf Wagyu Halal Québec | Les Élevages Lassonde","Bacon de Bœuf Wagyu Halal certifié FAMBRAS des Élevages Lassonde. Alternative halal au bacon, marbrage exceptionnel. Élevage québécois.","Food, Beverages & Tobacco > Food Items > Meat",,,,Wagyu Halal Québec,new,TRUE,active
roti-francais-wagyu-halal,"Rôti Français de Bœuf Wagyu Halal","<p><strong>Un rôti d'exception pour les repas dominicaux qui marquent les mémoires.</strong></p>
<p>Le Rôti Français de Bœuf Wagyu Halal des Élevages Lassonde transforme le traditionnel repas du dimanche en un festin gastronomique. Préparé à la française avec les os soigneusement parés, il bénéficie du persillage Wagyu pour une viande fondante qui se détache à la fourchette après cuisson lente.</p>
<h3>Caractéristiques</h3>
<ul>
<li>Bœuf Wagyu certifié Halal FAMBRAS</li>
<li>Élevage québécois — Les Élevages Lassonde</li>
<li>Persillage exceptionnel pour une tendreté incomparable</li>
<li>Préparation rôti à la française — os parés, ficelle de boucher si applicable</li>
</ul>
<h3>Cuisson recommandée</h3>
<p>Saisir à feu vif dans une cocotte, puis rôtir à 160°C pendant 1h30-2h selon le poids. Arroser toutes les 20 minutes. Le Wagyu permet une cuisson à plus basse température qui préserve le fondant. Déglacer avec du vin rouge pour une sauce riche.</p>
<h3>Conservation</h3>
<p>Garder réfrigéré entre 0°C et 4°C. Consommer avant la date indiquée sur l'emballage.</p>
<p><em>Poids variable — chaque pièce est unique. Prix calculé selon le poids exact à la livre.</em></p>","Les Élevages Lassonde","Viande Wagyu Halal","Halal, Wagyu, FAMBRAS, Québec, Rôtis, Four, Braisé",TRUE,Poids,Au poids ($/lb),LASSONDE-ROTI-FRANCAIS,0,shopify,0,deny,manual,34.42,,TRUE,TRUE,,,"Rôti Français de Bœuf Wagyu Halal — Les Élevages Lassonde",FALSE,"Rôti Français Wagyu Halal Québec | Les Élevages Lassonde","Rôti Français de Bœuf Wagyu Halal certifié FAMBRAS, élevé au Québec. Repas dominical d'exception au persillage Wagyu. Commander en ligne.","Food, Beverages & Tobacco > Food Items > Meat",,,,Wagyu Halal Québec,new,TRUE,active
brochettes-nature-wagyu-halal,"Brochettes de Bœuf Wagyu Halal (nature)","<p><strong>La pureté du Wagyu en brochette : laissez parler le bœuf, rien d'autre.</strong></p>
<p>Les Brochettes Nature de Bœuf Wagyu Halal des Élevages Lassonde sont taillées dans les meilleures parties pour vous offrir toute la richesse naturelle du Wagyu sans artifice. Chaque cube est généreux et bien persillé, prêt à être assaisonné selon votre inspiration du moment. La toile blanche du chef BBQ.</p>
<h3>Caractéristiques</h3>
<ul>
<li>Bœuf Wagyu certifié Halal FAMBRAS</li>
<li>Élevage québécois — Les Élevages Lassonde</li>
<li>Persillage exceptionnel pour une tendreté incomparable</li>
<li>Cubes généreux non marinés — liberté totale d'assaisonnement</li>
</ul>
<h3>Cuisson recommandée</h3>
<p>Assaisonner simplement de sel, poivre et huile d'olive. Griller sur BBQ à feu moyen-vif, 2-3 minutes par côté en retournant régulièrement. Le Wagyu se suffit à lui-même : une simple fleur de sel en finition révèle toute la complexité naturelle de la viande.</p>
<h3>Conservation</h3>
<p>Garder réfrigéré entre 0°C et 4°C. Consommer avant la date indiquée sur l'emballage.</p>
<p><em>Poids variable — chaque pièce est unique. Prix calculé selon le poids exact à la livre.</em></p>","Les Élevages Lassonde","Viande Wagyu Halal","Halal, Wagyu, FAMBRAS, Québec, Brochettes et Préparé, BBQ, Grill",TRUE,Poids,Au poids ($/lb),LASSONDE-BROCHETTES-NATURE,0,shopify,0,deny,manual,34.42,,TRUE,TRUE,,,"Brochettes de Bœuf Wagyu Halal (nature) — Les Élevages Lassonde",FALSE,"Brochettes Wagyu Halal Québec | Les Élevages Lassonde","Brochettes Nature de Bœuf Wagyu Halal certifié FAMBRAS, élevé au Québec. Cubes généreux non marinés. Livraison sous vide. Commander en ligne.","Food, Beverages & Tobacco > Food Items > Meat",,,,Wagyu Halal Québec,new,TRUE,active
joue-wagyu-halal,"Joue de Bœuf Wagyu Halal","<p><strong>La joue de bœuf Wagyu : la star des plats mijotés gastronomiques.</strong></p>
<p>La Joue de Bœuf Wagyu Halal des Élevages Lassonde est un muscle à cuisson lente par excellence. Riche en collagène et traversée du persillage Wagyu, elle se transforme à la cuisson en un mets d'une tendreté absolue, fondante comme du beurre. Incontournable dans les grandes cuisines bistrot et gastronomiques.</p>
<h3>Caractéristiques</h3>
<ul>
<li>Bœuf Wagyu certifié Halal FAMBRAS</li>
<li>Élevage québécois — Les Élevages Lassonde</li>
<li>Persillage exceptionnel pour une tendreté incomparable</li>
<li>Riche en collagène — se transforme en gélatine pour un fond de sauce incomparable</li>
</ul>
<h3>Cuisson recommandée</h3>
<p>Braiser dans un fond de vin rouge pendant 4-5 heures à 150°C. La joue de Wagyu est prête quand elle se défait à la simple pression d'une cuillère. Servir avec une purée truffée ou des gnocchis pour un résultat restaurant gastronomique.</p>
<h3>Conservation</h3>
<p>Garder réfrigéré entre 0°C et 4°C. Consommer avant la date indiquée sur l'emballage.</p>
<p><em>Poids variable — chaque pièce est unique. Prix calculé selon le poids exact à la livre.</em></p>","Les Élevages Lassonde","Viande Wagyu Halal","Halal, Wagyu, FAMBRAS, Québec, Abats et Spécialités, Braisé, Mijoteuse",TRUE,Poids,Au poids ($/lb),LASSONDE-JOUE,0,shopify,0,deny,manual,34.42,,TRUE,TRUE,,,"Joue de Bœuf Wagyu Halal — Les Élevages Lassonde",FALSE,"Joue de Bœuf Wagyu Halal Québec | Les Élevages Lassonde","Joue de Bœuf Wagyu Halal certifié FAMBRAS des Élevages Lassonde. Fondante en braisé, idéale pour la gastronomie. Élevage québécois.","Food, Beverages & Tobacco > Food Items > Meat",,,,Wagyu Halal Québec,new,TRUE,active
cote-coreenne-wagyu-halal,"Côte Coréenne de Bœuf Wagyu Halal","<p><strong>Le galbi Wagyu : l'âme de la cuisine coréenne avec le meilleur bœuf québécois.</strong></p>
<p>La Côte Coréenne de Bœuf Wagyu Halal des Élevages Lassonde est taillée en flanken style — des tranches fines coupées perpendiculairement aux os — pour reproduire le traditionnel galbi coréen. Le persillage Wagyu s'infiltre dans chaque section pour une saveur intense et une texture inimitables.</p>
<h3>Caractéristiques</h3>
<ul>
<li>Bœuf Wagyu certifié Halal FAMBRAS</li>
<li>Élevage québécois — Les Élevages Lassonde</li>
<li>Persillage exceptionnel pour une tendreté incomparable</li>
<li>Coupe flanken style — tranches perpendiculaires aux os pour la cuisine coréenne</li>
</ul>
<h3>Cuisson recommandée</h3>
<p>Mariner dans un mélange de sauce soya, poire asiatique, sésame et ail pendant 4-12 heures. Griller sur table de cuisson coréenne ou BBQ à feu vif, 1-2 minutes par côté. La fine épaisseur permet une caramélisation rapide et une cuisson uniforme.</p>
<h3>Conservation</h3>
<p>Garder réfrigéré entre 0°C et 4°C. Consommer avant la date indiquée sur l'emballage.</p>
<p><em>Poids variable — chaque pièce est unique. Prix calculé selon le poids exact à la livre.</em></p>","Les Élevages Lassonde","Viande Wagyu Halal","Halal, Wagyu, FAMBRAS, Québec, BBQ et Slow Cook, BBQ, Grill, Coréen",TRUE,Poids,Au poids ($/lb),LASSONDE-COTE-COREENNE,0,shopify,0,deny,manual,34.42,,TRUE,TRUE,,,"Côte Coréenne de Bœuf Wagyu Halal — Les Élevages Lassonde",FALSE,"Côte Coréenne Wagyu Halal Québec | Les Élevages Lassonde","Côte Coréenne de Bœuf Wagyu Halal certifié FAMBRAS, taillée galbi style. Saveurs coréennes et Wagyu québécois. Commander en ligne.","Food, Beverages & Tobacco > Food Items > Meat",,,,Wagyu Halal Québec,new,TRUE,active
burger-wagyu-halal,"Burger de Bœuf Wagyu Halal","<p><strong>Le burger ultime : un steak haché Wagyu qui transforme chaque repas en événement.</strong></p>
<p>Le Burger de Bœuf Wagyu Halal des Élevages Lassonde est formé à partir du meilleur bœuf Wagyu haché, façonné en galette épaisse et généreuse. La fonte du gras intramusculaire pendant la cuisson crée une jutosité incomparable que vous n'oublierez pas. Le hamburger sera plus jamais ordinaire.</p>
<h3>Caractéristiques</h3>
<ul>
<li>Bœuf Wagyu certifié Halal FAMBRAS</li>
<li>Élevage québécois — Les Élevages Lassonde</li>
<li>Persillage exceptionnel pour une tendreté incomparable</li>
<li>Galette épaisse 100% Wagyu — jutosité et saveur inégalées</li>
</ul>
<h3>Cuisson recommandée</h3>
<p>Cuire à la poêle en fonte ou sur grill à feu moyen-vif, 3-4 minutes par côté pour une cuisson à point. Ne pas écraser la galette pendant la cuisson pour conserver les précieux jus. Assaisonner de sel et poivre uniquement, la richesse du Wagyu fait le reste.</p>
<h3>Conservation</h3>
<p>Garder réfrigéré entre 0°C et 4°C. Consommer avant la date indiquée sur l'emballage.</p>
<p><em>Poids variable — chaque pièce est unique. Prix calculé selon le poids exact à la livre.</em></p>","Les Élevages Lassonde","Viande Wagyu Halal","Halal, Wagyu, FAMBRAS, Québec, Brochettes et Préparé, Burger, Haché, Grill",TRUE,Poids,Au poids ($/lb),LASSONDE-BURGER,0,shopify,0,deny,manual,24.67,,TRUE,TRUE,,,"Burger de Bœuf Wagyu Halal — Les Élevages Lassonde",FALSE,"Burger Wagyu Halal Québec | Les Élevages Lassonde","Burger de Bœuf Wagyu Halal certifié FAMBRAS, élevé au Québec. Galette Wagyu juteuse et fondante. Livraison sous vide. Commander en ligne.","Food, Beverages & Tobacco > Food Items > Meat",,,,Wagyu Halal Québec,new,TRUE,active
tournedos-wagyu-halal,"Tournedos de Bœuf Wagyu Halal","<p><strong>Le tournedos Wagyu : l'élégance du filet en portion individuelle parfaite.</strong></p>
<p>Les Tournedos de Bœuf Wagyu Halal des Élevages Lassonde sont des médaillons de filet soigneusement parés et ficellés pour conserver leur forme ronde et leur épaisseur uniforme. Leur persillage Wagyu leur confère une tendreté et une jutosité dignes des meilleures tables. Idéal pour un dîner romantique ou une occasion spéciale.</p>
<h3>Caractéristiques</h3>
<ul>
<li>Bœuf Wagyu certifié Halal FAMBRAS</li>
<li>Élevage québécois — Les Élevages Lassonde</li>
<li>Persillage exceptionnel pour une tendreté incomparable</li>
<li>Médaillons ficellés — portion individuelle, cuisson uniforme garantie</li>
</ul>
<h3>Cuisson recommandée</h3>
<p>Poêler dans du beurre clarifié à feu vif, 2 minutes par côté pour une cuisson saignante. Terminer au four à 180°C pendant 3-4 minutes si une cuisson plus avancée est souhaitée. Flamber au cognac halal ou déglacer au porto pour une sauce classique.</p>
<h3>Conservation</h3>
<p>Garder réfrigéré entre 0°C et 4°C. Consommer avant la date indiquée sur l'emballage.</p>
<p><em>Poids variable — chaque pièce est unique. Prix calculé selon le poids exact à la livre.</em></p>","Les Élevages Lassonde","Viande Wagyu Halal","Halal, Wagyu, FAMBRAS, Québec, BBQ et Slow Cook, Poêle, Four",TRUE,Poids,Au poids ($/lb),LASSONDE-TOURNEDOS,0,shopify,0,deny,manual,22.95,,TRUE,TRUE,,,"Tournedos de Bœuf Wagyu Halal — Les Élevages Lassonde",FALSE,"Tournedos Wagyu Halal Québec | Les Élevages Lassonde","Tournedos de Bœuf Wagyu Halal certifié FAMBRAS des Élevages Lassonde. Médaillons ficellés, tendreté incomparable. Élevage québécois.","Food, Beverages & Tobacco > Food Items > Meat",,,,Wagyu Halal Québec,new,TRUE,active
mi-soter-wagyu-halal,"Mi Soter de Bœuf Wagyu Halal","<p><strong>Le Mi Soter : une coupe de caractère accessible pour découvrir le Wagyu au quotidien.</strong></p>
<p>Le Mi Soter de Bœuf Wagyu Halal des Élevages Lassonde est une coupe versatile issue de la région de l'épaule, idéale pour ceux qui souhaitent intégrer le Wagyu dans leur cuisine de tous les jours. Son persillage naturel lui confère une saveur bien au-dessus de son positionnement prix. Un rapport qualité-plaisir imbattable.</p>
<h3>Caractéristiques</h3>
<ul>
<li>Bœuf Wagyu certifié Halal FAMBRAS</li>
<li>Élevage québécois — Les Élevages Lassonde</li>
<li>Persillage exceptionnel pour une tendreté incomparable</li>
<li>Coupe accessible et polyvalente — parfaite pour le quotidien gastronomique</li>
</ul>
<h3>Cuisson recommandée</h3>
<p>Excellent en cuisson lente au mijoteuse ou braisé pour des plats en sauce réconfortants. Peut également être tranché en steaks fins et grillé rapidement. Sa polyvalence en fait un incontournable du congélateur familial.</p>
<h3>Conservation</h3>
<p>Garder réfrigéré entre 0°C et 4°C. Consommer avant la date indiquée sur l'emballage.</p>
<p><em>Poids variable — chaque pièce est unique. Prix calculé selon le poids exact à la livre.</em></p>","Les Élevages Lassonde","Viande Wagyu Halal","Halal, Wagyu, FAMBRAS, Québec, Coupes Accessibles, Mijoteuse, Braisé",TRUE,Poids,Au poids ($/lb),LASSONDE-MI-SOTER,0,shopify,0,deny,manual,20.65,,TRUE,TRUE,,,"Mi Soter de Bœuf Wagyu Halal — Les Élevages Lassonde",FALSE,"Mi Soter Wagyu Halal Québec | Les Élevages Lassonde","Mi Soter de Bœuf Wagyu Halal certifié FAMBRAS, élevé au Québec. Coupe accessible au persillage Wagyu. Livraison sous vide. Commander en ligne.","Food, Beverages & Tobacco > Food Items > Meat",,,,Wagyu Halal Québec,new,TRUE,active
cote-levees-wagyu-halal,"Côte Levées de Bœuf Wagyu Halal","<p><strong>Les Côtes Levées Wagyu : le plaisir coupable du BBQ haussé au rang d'art.</strong></p>
<p>Les Côtes Levées de Bœuf Wagyu Halal des Élevages Lassonde réinventent l'expérience BBQ. Le persillage Wagyu s'infiltre entre les os et les fibres pour créer une viande qui se détache avec grâce après une cuisson lente. Chaque côte est une invitation à manger avec les doigts, sans retenue.</p>
<h3>Caractéristiques</h3>
<ul>
<li>Bœuf Wagyu certifié Halal FAMBRAS</li>
<li>Élevage québécois — Les Élevages Lassonde</li>
<li>Persillage exceptionnel pour une tendreté incomparable</li>
<li>Os riches en moelle — saveur profonde et fond de sauce incomparable</li>
</ul>
<h3>Cuisson recommandée</h3>
<p>Méthode 3-2-1 au fumoir : 3h à 110°C découverts, 2h enveloppés dans le papier boucher avec beurre et miel, 1h découverts pour laquer. Ou braiser au four 3h à 150°C dans un fond de bouillon. La viande doit se détacher aisément de l'os.</p>
<h3>Conservation</h3>
<p>Garder réfrigéré entre 0°C et 4°C. Consommer avant la date indiquée sur l'emballage.</p>
<p><em>Poids variable — chaque pièce est unique. Prix calculé selon le poids exact à la livre.</em></p>","Les Élevages Lassonde","Viande Wagyu Halal","Halal, Wagyu, FAMBRAS, Québec, BBQ et Slow Cook, BBQ, Fumage",TRUE,Poids,Au poids ($/lb),LASSONDE-COTE-LEVEES,0,shopify,0,deny,manual,20.07,,TRUE,TRUE,,,"Côte Levées de Bœuf Wagyu Halal — Les Élevages Lassonde",FALSE,"Côte Levées Wagyu Halal Québec | Les Élevages Lassonde","Côtes Levées de Bœuf Wagyu Halal certifié FAMBRAS des Élevages Lassonde. BBQ fondant, viande qui se détache de l'os. Élevage québécois.","Food, Beverages & Tobacco > Food Items > Meat",,,,Wagyu Halal Québec,new,TRUE,active
hache-wagyu-halal,"Haché de Bœuf Wagyu Halal","<p><strong>Le haché Wagyu : la viande hachée qui élève chaque recette au niveau supérieur.</strong></p>
<p>Le Haché de Bœuf Wagyu Halal des Élevages Lassonde est broyé à partir de sélections de bœuf Wagyu pour conserver un ratio gras/maigre optimal. Il apporte une richesse et une profondeur de goût inégalées à toutes vos recettes : bolognaise, shepherd's pie, kebbeh ou tartare. La polyvalence du Wagyu démocratisée.</p>
<h3>Caractéristiques</h3>
<ul>
<li>Bœuf Wagyu certifié Halal FAMBRAS</li>
<li>Élevage québécois — Les Élevages Lassonde</li>
<li>Persillage exceptionnel pour une tendreté incomparable</li>
<li>Ratio gras/maigre optimal — juteux et savoureux dans toutes les préparations</li>
</ul>
<h3>Cuisson recommandée</h3>
<p>Polyvalent à l'infini : poêler en galette de burger, incorporer dans une sauce bolognaise, façonner en boulettes ou en kefta. La richesse naturelle du Wagyu évite d'ajouter de la matière grasse dans la poêle. Ne pas trop manipuler pour préserver la texture.</p>
<h3>Conservation</h3>
<p>Garder réfrigéré entre 0°C et 4°C. Consommer avant la date indiquée sur l'emballage.</p>
<p><em>Poids variable — chaque pièce est unique. Prix calculé selon le poids exact à la livre.</em></p>","Les Élevages Lassonde","Viande Wagyu Halal","Halal, Wagyu, FAMBRAS, Québec, Brochettes et Préparé, Burger, Haché",TRUE,Poids,Au poids ($/lb),LASSONDE-HACHE,0,shopify,0,deny,manual,19.50,,TRUE,TRUE,,,"Haché de Bœuf Wagyu Halal — Les Élevages Lassonde",FALSE,"Haché Wagyu Halal Québec | Les Élevages Lassonde","Haché de Bœuf Wagyu Halal certifié FAMBRAS, élevé au Québec. Ratio optimal, saveur Wagyu dans toutes vos recettes. Commander en ligne.","Food, Beverages & Tobacco > Food Items > Meat",,,,Wagyu Halal Québec,new,TRUE,active
